Year,Month,Anomaly,Unc.
2021,3,0.862,0.039
2021,4,0.88,0.045
2021,5,0.863,0.038
2021,6,0.836,0.039
2021,7,0.902,0.045
2021,8,0.896,0.046
2021,9,0.981,0.042
2021,10,1.05,0.039
2021,11,0.925,0.048
2021,12,0.885,0.05
2022,1,0.937,0.048
2022,2,0.877,0.041
2022,3,1.071,0.037
2022,4,0.932,0.04
2022,5,0.888,0.035
2022,6,0.961,0.041
2022,7,0.921,0.056
2022,8,0.971,0.054
2022,9,0.9,0.044
2022,10,1.058,0.055
